primaryTitle;titleType;startYear;runtimeMinutes;genre;director;averageRating;numVotes
The Rundown;movie;2003;104;Action;Peter Berg;6.6;147780
Jigarthanda;movie;2014;171;Comedy;Karthik Subbaraj;8.2;14483
Bomb;movie;2025;139;;Vishal Venkat;8.2;14471
Flee;movie;2021;89;Animation;Jonas Poher Rasmussen;7.9;20812
The Quiet Girl;movie;2022;95;Drama;Colm Bairéad;7.7;26931
Sin City: A Dame to Kill For;movie;2014;102;Action;Frank Miller;6.5;176560
The Legend of Maula Jatt;movie;2022;153;Action;Bilal Lashari;8.4;11481
A Brighter Summer Day;movie;1991;237;Crime;Edward Yang;8.2;14415
Ne Zha 2;movie;2025;144;Action;Yu Yang;8.0;18310
Hot Shots!;movie;1991;85;Action;Jim Abrahams;6.7;122852
Flushed Away;movie;2006;85;Action;David Bowers;6.6;146704
White Men Can't Jump;movie;1992;115;Comedy;Ron Shelton;6.8;103305
Climax;movie;2018;97;Drama;Gaspar Noé;6.9;87345
Nashville;movie;1975;160;Comedy;Robert Altman;7.6;30565
Bottle Rocket;movie;1996;91;Comedy;Wes Anderson;6.9;87103
North Country;movie;2005;126;Drama;Niki Caro;7.3;46688
Seeking a Friend for the End of the World;movie;2012;101;Adventure;Lorene Scafaria;6.7;122237
The Recruit;movie;2003;115;Action;Roger Donaldson;6.6;145892
Castaway on the Moon;movie;2009;116;Comedy;Lee Hae-jun;7.9;20611
Yahsi Bati - The Ottoman Cowboys;movie;2009;112;Adventure;Ömer Faruk Sorak;7.4;40322
The Witcher: Nightmare of the Wolf;movie;2021;83;Action;Kwang Il Han;7.2;54113
Soylent Green;movie;1973;97;Crime;Richard Fleischer;7.0;73860
Fyre;movie;2019;97;Crime;Chris Smith;7.2;54093
Babette's Feast;movie;1987;103;Drama;Gabriel Axel;7.8;23357
Beverly Hills Cop II;movie;1987;103;Action;Tony Scott;6.6;145311
Tanu Weds Manu Returns;movie;2015;128;Comedy;Aanand L. Rai;7.6;30408
The House That Jack Built;movie;2018;152;Crime;Lars von Trier;6.8;102401
Ocean's Eight;movie;2018;110;Action;Gary Ross;6.3;255820
All Is Lost;movie;2013;106;Action;J.C. Chandor;6.9;86619
Tyrannosaur;movie;2011;92;Drama;Paddy Considine;7.5;34852
The Professor and the Madman;movie;2019;124;Biography;Farhad Safinia;7.2;53875
Sin Nombre;movie;2009;96;Adventure;Cary Joji Fukunaga;7.5;34791
Pee-wee's Big Adventure;movie;1985;91;Adventure;Tim Burton;7.1;62669
Live and Let Die;movie;1973;121;Action;Guy Hamilton;6.7;121130
Happy Feet;movie;2006;108;Adventure;George Miller;6.4;209525
Bend It Like Beckham;movie;2002;112;Comedy;Gurinder Chadha;6.7;121050
Outlaw King;movie;2018;121;Action;David Mackenzie;6.9;86217
Underworld: Rise of the Lycans;movie;2009;92;Action;Patrick Tatopoulos;6.5;173194
Human;movie;2015;263;Documentary;Yann Arthus-Bertrand;8.6;9104
The Faculty;movie;1998;104;Horror;Robert Rodriguez;6.6;144198
Ted 2;movie;2015;115;Comedy;Seth MacFarlane;6.3;253305
A Place in the Sun;movie;1951;122;Drama;George Stevens;7.7;26364
Outbreak;movie;1995;127;Action;Wolfgang Petersen;6.6;143654
Attack on Titan: Chronicle;movie;2020;122;Action;Masashi Koizuka;8.3;12604
Shaun the Sheep Movie;movie;2015;85;Adventure;Mark Burton;7.3;45904
Safe Haven;movie;2013;115;Drama;Lasse Hallström;6.7;119933
From the Village to the City;movie;1974;91;Comedy;Ertem Egilmez;8.3;12568
Les Misérables;movie;2019;104;Crime;Ladj Ly;7.6;29979
Bloodsport;movie;1988;92;Action;Newt Arnold;6.8;100771
The Italian Job;movie;1969;99;Action;Peter Collinson;7.2;53132
Last Action Hero;movie;1993;130;Action;John McTiernan;6.5;171431
Still Walking;movie;2008;115;Drama;Hirokazu Koreeda;7.9;20246
Primer;movie;2004;77;Drama;Shane Carruth;6.7;119527
The Longest Yard;movie;2005;113;Comedy;Peter Segal;6.4;206615
Sandesham;movie;1991;138;Comedy;Sathyan Anthikad;9.0;6018
Smoke;movie;1995;112;Comedy;Wayne Wang;7.4;39474
Silverado;movie;1985;133;Action;Lawrence Kasdan;7.2;52964
Valerian and the City of a Thousand Planets;movie;2017;136;Action;Luc Besson;6.4;206262
What Lies Beneath;movie;2000;130;Drama;Robert Zemeckis;6.6;142296
The Swimmers;movie;2022;134;Biography;Sally El Hosaini;7.4;39405
Girl with a Pearl Earring;movie;2003;100;Biography;Peter Webber;6.9;84818
The Fool;movie;2014;116;Crime;Yuriy Bykov;8.0;17816
28 Years Later;movie;2025;115;Horror;Danny Boyle;6.6;142020
Suspicion;movie;1941;99;Drama;Alfred Hitchcock;7.3;45485
RangiTaranga;movie;2015;149;Mystery;Anup Bhandari;8.1;15767
The Santa Clause;movie;1994;97;Comedy;John Pasquin;6.6;141823
Possession;movie;1981;124;Drama;Andrzej Zulawski;7.2;52765
The Life and Death of Colonel Blimp;movie;1943;163;Drama;Michael Powell;8.0;17779
Pierrot le Fou;movie;1965;110;Crime;Jean-Luc Godard;7.4;39296
Indian;movie;1996;185;Action;S. Shankar;8.1;15739
Champion;movie;2018;130;Biography;Ahmet Katiksiz;8.2;13986
When We Were Kings;movie;1996;88;Documentary;Leon Gast;7.9;20091
The Man with the Golden Gun;movie;1974;125;Action;Guy Hamilton;6.7;118424
Stoker;movie;2013;99;Drama;Park Chan-wook;6.7;118418
News of the World;movie;2020;118;Action;Paul Greengrass;6.8;99667
To Live and Die in L.A.;movie;1985;116;Action;William Friedkin;7.3;45284
Antz;movie;1998;83;Adventure;Eric Darnell;6.5;169282
Kalki 2898 AD;movie;2024;180;Action;Nag Ashwin;7.0;71636
McCabe & Mrs. Miller;movie;1971;120;Drama;Robert Altman;7.6;29634
Guru;movie;2007;166;Drama;Mani Ratnam;7.7;25904
The Easy Life;movie;1962;108;Adventure;Dino Risi;8.2;13937
Instructions Not Included;movie;2013;122;Comedy;Eugenio Derbez;7.5;33940
Frank;movie;2014;95;Comedy;Lenny Abrahamson;6.9;84064
I Vitelloni;movie;1953;104;Comedy;Federico Fellini;7.8;22715
Christine;movie;1983;110;Horror;John Carpenter;6.8;99201
Jurassic World: Fallen Kingdom;movie;2018;128;Action;J.A. Bayona;6.1;371356
Bad Day at Black Rock;movie;1955;81;Crime;John Sturges;7.7;25845
Shanghai Noon;movie;2000;110;Action;Tom Dey;6.6;140376
Sophie Scholl: The Final Days;movie;2005;120;Biography;Marc Rothemund;7.6;29506
Marty;movie;1955;90;Drama;Delbert Mann;7.6;29505
Don 2;movie;2011;148;Action;Farhan Akhtar;7.1;60860
Burnt;movie;2015;101;Comedy;John Wells;6.6;139944
Licence to Kill;movie;1989;133;Action;John Glen;6.7;117198
White House Down;movie;2013;131;Action;Roland Emmerich;6.3;245816
Hustle & Flow;movie;2005;116;Crime;Craig Brewer;7.3;44873
The Remarkable Life of Ibelin;movie;2024;103;Animation;Benjamin Ree;8.2;13819
Last Vegas;movie;2013;105;Comedy;Jon Turteltaub;6.6;139354
The Game Changers;movie;2018;86;Documentary;Louie Psihoyos;7.8;22455
Searching for Bobby Fischer;movie;1993;109;Biography;Steven Zaillian;7.3;44594
Cure;movie;1997;111;Crime;Kiyoshi Kurosawa;7.5;33514
Lords of Dogtown;movie;2005;107;Biography;Catherine Hardwicke;7.1;60175
Hunting Season;movie;2010;140;Crime;Yavuz Turgul;7.4;38513
Miss Congeniality;movie;2000;109;Action;Donald Petrie;6.3;243346
Barking at the Stars;movie;1998;95;Comedy;Zdravko Sotra;8.6;8817
Jackass 3D;movie;2010;94;Action;Jeff Tremaine;7.0;70322
Love Today;movie;2022;154;Comedy;Pradeep Ranganathan;8.0;17423
Wild Things;movie;1998;108;Crime;John McNaughton;6.6;138273
They Shoot Horses, Don't They?;movie;1969;129;Drama;Sydney Pollack;7.8;22376
Christiane F.;movie;1981;138;Biography;Uli Edel;7.5;33363
Violent Night;movie;2022;112;Action;Tommy Wirkola;6.7;115614
Crimson Peak;movie;2015;119;Drama;Guillermo del Toro;6.5;165480
Play It Again, Sam;movie;1972;85;Comedy;Herbert Ross;7.6;29051
Walkabout;movie;1971;100;Adventure;Nicolas Roeg;7.6;29044
The Boy and the Beast;movie;2015;119;Action;Mamoru Hosoda;7.6;29036
No Escape;movie;2015;103;Action;John Erick Dowdle;6.8;97254
The Killers;movie;1946;103;Crime;Robert Siodmak;7.7;25378
Four Rooms;movie;1995;98;Comedy;Allison Anders;6.7;115223
16 Blocks;movie;2006;102;Action;Richard Donner;6.6;137391
Coffee and Cigarettes;movie;2003;95;Comedy;Jim Jarmusch;7.0;69879
Annabelle: Creation;movie;2017;109;Horror;David F. Sandberg;6.5;164790
Love Exposure;movie;2008;237;Action;Sion Sono;8.0;17323
The 13th Warrior;movie;1999;102;Action;John McTiernan;6.6;137247
Troll Hunter;movie;2010;103;Drama;André Øvredal;6.9;81993
Rebel Ridge;movie;2024;131;Action;Jeremy Saulnier;6.8;96810
A Room with a View;movie;1985;117;Drama;James Ivory;7.2;51141
Transformers: Revenge of the Fallen;movie;2009;149;Action;Michael Bay;6.0;446852
Radio Days;movie;1987;88;Comedy;Woody Allen;7.4;38090
The Woman in Black;movie;2012;95;Drama;James Watkins;6.4;197857
The Dressmaker;movie;2015;119;Comedy;Jocelyn Moorhouse;7.0;69562
Attack the Block;movie;2011;88;Action;Joe Cornish;6.7;114581
Cobain: Montage of Heck;movie;2015;132;Animation;Brett Morgen;7.5;33056
13 Going on 30;movie;2004;98;Comedy;Gary Winick;6.3;239553
Tomorrowland;movie;2015;130;Action;Brad Bird;6.4;197397
Monkey Man;movie;2024;121;Action;Dev Patel;6.8;96292
Jim & Andy: The Great Beyond;movie;2017;94;Documentary;Chris Smith;7.6;28762
Shrek Forever After;movie;2010;93;Adventure;Mike Mitchell;6.3;239268
Final Fantasy VII: Advent Children;movie;2005;101;Action;Tetsuya Nomura;7.1;59262
The Pale Blue Eye;movie;2022;128;Crime;Scott Cooper;6.6;136126
Contempt;movie;1963;102;Drama;Jean-Luc Godard;7.4;37911
Death Note;movie;2006;126;Crime;Shûsuke Kaneko;7.5;32937
Mongol: The Rise of Genghis Khan;movie;2007;126;Action;Sergei Bodrov;7.2;50803
Howards End;movie;1992;142;Drama;James Ivory;7.4;37895
Dil Se..;movie;1998;163;Drama;Mani Ratnam;7.5;32896
Henry V;movie;1989;137;Biography;Kenneth Branagh;7.5;32891
Tears of the Sun;movie;2003;121;Action;Antoine Fuqua;6.6;135837
Pelli Kaani Prasad;movie;2025;118;Drama;Abhilash Reddy Gopidi;9.6;3380
The Ghost and Mrs. Muir;movie;1947;104;Comedy;Joseph L. Mankiewicz;7.8;22041
The Adventures of Baron Munchausen;movie;1988;126;Adventure;Terry Gilliam;7.1;59073
The Spanish Apartment;movie;2002;122;Comedy;Cédric Klapisch;7.3;43707
The Shootist;movie;1976;100;Drama;Don Siegel;7.6;28641
Dark Shadows;movie;2012;113;Comedy;Tim Burton;6.2;290664
Memoir of a Snail;movie;2024;95;Animation;Adam Elliot;7.8;22009
The Sweet Hereafter;movie;1997;112;Drama;Atom Egoyan;7.4;37767
Missing;movie;1982;122;Biography;Costa-Gavras;7.7;25047
Satantango;movie;1994;439;Drama;Béla Tarr;8.2;13503
Anger Management;movie;2003;106;Comedy;Peter Segal;6.3;237689
The Woman King;movie;2022;135;Action;Gina Prince-Bythewood;6.9;80994
We Own the Night;movie;2007;117;Crime;James Gray;6.8;95599
Mr. Holland's Opus;movie;1995;144;Drama;Stephen Herek;7.3;43546
1900;movie;1976;317;Drama;Bernardo Bertolucci;7.6;28564
Tomb Raider;movie;2018;119;Action;Roar Uthaug;6.3;237220
Glory Road;movie;2006;118;Biography;James Gartner;7.2;50487
For Your Eyes Only;movie;1981;127;Action;John Glen;6.7;113274
You Can Count on Me;movie;2000;111;Drama;Kenneth Lonergan;7.5;32725
Ghost in the Shell;movie;2017;107;Action;Rupert Sanders;6.3;236672
All the Money in the World;movie;2017;132;Biography;Ridley Scott;6.8;95213
A Most Violent Year;movie;2014;125;Crime;J.C. Chandor;6.9;80623
The Lady Eve;movie;1941;94;Comedy;Preston Sturges;7.7;24882
El Dorado;movie;1966;126;Drama;Howard Hawks;7.5;32582
Enough Said;movie;2013;93;Comedy;Nicole Holofcener;7.0;68434
How to Make Millions Before Grandma Dies;movie;2024;125;Comedy;Pat Boonnitipat;7.9;19247
Hot Tub Time Machine;movie;2010;99;Comedy;Steve Pink;6.4;194113
Band of Outsiders;movie;1964;95;Comedy;Jean-Luc Godard;7.6;28381
The Guest;movie;2014;100;Action;Adam Wingard;6.7;112507
Hard Eight;movie;1996;101;Crime;Paul Thomas Anderson;7.1;58374
Evil Dead Rise;movie;2023;96;Horror;Lee Cronin;6.5;160747
Shrek the Third;movie;2007;93;Adventure;Chris Miller;6.1;352687
Alien: Resurrection;movie;1997;109;Action;Jean-Pierre Jeunet;6.2;286879
Husbands and Wives;movie;1992;108;Comedy;Woody Allen;7.5;32480
Conspiracy Theory;movie;1997;135;Action;Richard Donner;6.7;112184
DC League of Super-Pets;movie;2022;105;Action;Jared Stern;6.9;80022
Mystery Train;movie;1989;110;Comedy;Jim Jarmusch;7.5;32423
Evangelion: 3.0+1.01 Thrice Upon a Time;movie;2021;155;Action;Mahiro Maeda;8.0;16936
A Goofy Movie;movie;1995;78;Adventure;Kevin Lima;7.0;68060
Capturing the Friedmans;movie;2003;107;Biography;Andrew Jarecki;7.6;28270
Transamerica;movie;2005;103;Adventure;Duncan Tucker;7.3;43074
The Illusionist;movie;2010;80;Animation;Sylvain Chomet;7.4;37278
Bringing Out the Dead;movie;1999;121;Drama;Martin Scorsese;6.9;79857
The Man Without a Past;movie;2002;97;Comedy;Aki Kaurismäki;7.6;28229
Gulaal;movie;2009;140;Crime;Anurag Kashyap;8.0;16909
Death on the Nile;movie;1978;140;Crime;John Guillermin;7.3;42988
Can You Ever Forgive Me?;movie;2018;106;Biography;Marielle Heller;7.1;58046
Monty Python's and Now for Something Completely Different;movie;1971;88;Comedy;Ian MacNaughton;7.5;32331
The Magnificent Ambersons;movie;1942;88;Drama;Orson Welles;7.6;28200
Maria Full of Grace;movie;2004;101;Crime;Joshua Marston;7.4;37191
The Hills Have Eyes;movie;2006;107;Horror;Alexandre Aja;6.4;192512
The Three Burials of Melquiades Estrada;movie;2005;121;Adventure;Tommy Lee Jones;7.3;42873
The Good Shepherd;movie;2006;167;Drama;Robert De Niro;6.7;111359
The Living Daylights;movie;1987;130;Action;John Glen;6.7;111321
Australia;movie;2008;165;Adventure;Baz Luhrmann;6.6;132739
Vera Drake;movie;2004;125;Crime;Mike Leigh;7.6;28092
Trick 'r Treat;movie;2007;82;Comedy;Michael Dougherty;6.7;111112
Where the Wild Things Are;movie;2009;101;Adventure;Spike Jonze;6.7;111044
Bombay;movie;1995;130;Drama;Mani Ratnam;8.1;14904
Waiting...;movie;2005;94;Comedy;Rob McKittrick;6.7;110951
A Hero;movie;2021;127;Drama;Asghar Farhadi;7.5;32133
Old Henry;movie;2021;99;Action;Potsy Ponciroli;7.3;42683
Parenthood;movie;1989;124;Comedy;Ron Howard;7.1;57626
Between Family;movie;2017;124;Comedy;Ozan Açiktan;7.6;28009
The Great Mouse Detective;movie;1986;74;Adventure;Ron Clements;7.1;57608
Becoming Jane;movie;2007;120;Biography;Julian Jarrold;7.0;67349
Control;movie;2003;111;Comedy;Nimród Antal;7.6;27996
Magic Carpet Ride;movie;2005;106;Comedy;Yilmaz Erdogan;7.4;36902
Breakdown;movie;1997;93;Action;Jonathan Mostow;7.0;67291
He's Just Not That Into You;movie;2009;129;Comedy;Ken Kwapis;6.4;190760
Austin Powers in Goldmember;movie;2002;94;Action;Jay Roach;6.3;231215
Goon;movie;2011;92;Comedy;Michael Dowse;6.8;93240
Tag;movie;2018;100;Action;Jeff Tomsic;6.5;158088
Central Intelligence;movie;2016;107;Action;Rawson Marshall Thurber;6.3;231145
Extremely Wicked, Shockingly Evil and Vile;movie;2019;110;Biography;Joe Berlinger;6.7;110419
Premalu;movie;2024;156;Comedy;Girish A.D.;7.8;21454
Candy;movie;2006;108;Drama;Neil Armfield;7.2;49246
Au hasard Balthazar;movie;1966;95;Drama;Robert Bresson;7.7;24359
Robot & Frank;movie;2012;89;Comedy;Jake Schreier;7.0;66869
Sleep Tight;movie;2011;102;Crime;Jaume Balagueró;7.2;49101
Triple Frontier;movie;2019;125;Action;J.C. Chandor;6.5;157132
Saturday Night Fever;movie;1977;118;Drama;John Badham;6.8;92639
Pokiri;movie;2006;164;Action;Puri Jagannadh;8.0;16648
The Devil's Rejects;movie;2005;107;Crime;Rob Zombie;6.7;109609
Border;movie;1997;176;Action;J.P. Dutta;7.9;18764
Sorry We Missed You;movie;2019;101;Drama;Ken Loach;7.6;27662
A Night to Remember;movie;1958;123;Drama;Roy Ward Baker;7.9;18747
Marnie;movie;1964;130;Crime;Alfred Hitchcock;7.1;56772
She's the Man;movie;2006;105;Comedy;Andy Fickman;6.4;187829
Ali;movie;2001;157;Biography;Michael Mann;6.7;109034
Sultan;movie;2016;170;Action;Ali Abbas Zafar;7.1;56691
Perfect Sense;movie;2011;92;Drama;David Mackenzie;7.0;66277
Road House;movie;1989;114;Action;Rowdy Herrington;6.7;108932
Marighella;movie;2019;155;Action;Wagner Moura;7.1;56643
C'mon C'mon;movie;2021;109;Drama;Mike Mills;7.3;41958
Downton Abbey: A New Era;movie;2022;124;Drama;Simon Curtis;7.4;36302
Far from the Madding Crowd;movie;2015;119;Drama;Thomas Vinterberg;7.1;56513
Scream 2;movie;1997;120;Horror;Wes Craven;6.3;226749
Run;movie;2020;90;Drama;Aneesh Chaganty;6.7;108586
How to Steal a Million;movie;1966;123;Comedy;William Wyler;7.5;31512
Kaun Pravin Tambe?;movie;2022;134;Biography;Jayprad Desai;8.3;11596
Blended;movie;2014;117;Comedy;Frank Coraci;6.5;154698
American Wedding;movie;2003;96;Comedy;Jesse Dylan;6.3;225811
Maleficent: Mistress of Evil;movie;2019;119;Adventure;Joachim Rønning;6.6;128641
The Train;movie;1964;133;Action;John Frankenheimer;7.8;21029
Roja;movie;1992;137;Drama;Mani Ratnam;8.1;14545
Charlie;movie;2015;130;Adventure;Martin Prakkat;8.1;14541
The Magician;movie;2006;122;Comedy;Ali Taner Baltaci;7.4;35981
Win Win;movie;2011;106;Comedy;Tom McCarthy;7.1;56048
Monsters vs. Aliens;movie;2009;94;Action;Rob Letterman;6.4;185224
Total Recall;movie;2012;118;Action;Len Wiseman;6.2;273906
The Internship;movie;2013;119;Comedy;Shawn Levy;6.3;224042
The Witness;movie;1969;105;Comedy;Péter Bacsó;8.6;8306
The Green Knight;movie;2021;130;Adventure;David Lowery;6.6;127958
The Long Kiss Goodnight;movie;1996;121;Action;Renny Harlin;6.8;90490
Need for Speed;movie;2014;132;Action;Scott Waugh;6.4;184664
Maheshinte Prathikaaram;movie;2016;120;Comedy;Dileesh Pothan;8.3;11490
Transporter 2;movie;2005;87;Action;Louis Leterrier;6.3;223326
Hardcore Henry;movie;2015;96;Action;Ilya Naishuller;6.7;107021
Riddick;movie;2013;119;Action;David Twohy;6.4;184165
Jumper;movie;2008;88;Action;Doug Liman;6.1;334222
L'Eclisse;movie;1962;126;Drama;Michelangelo Antonioni;7.7;23770
Splendor in the Grass;movie;1961;124;Drama;Elia Kazan;7.7;23761
Candyman;movie;1992;99;Horror;Bernard Rose;6.7;106898
The Baader Meinhof Complex;movie;2008;150;Action;Uli Edel;7.3;41238
On Body and Soul;movie;2017;116;Drama;Ildikó Enyedi;7.5;31059
Boy;movie;2010;87;Comedy;Taika Waititi;7.5;31054
The Devil's Double;movie;2011;109;Biography;Lee Tamahori;7.0;64972
24 Hour Party People;movie;2002;117;Biography;Michael Winterbottom;7.3;41167
Birdman of Alcatraz;movie;1962;147;Biography;John Frankenheimer;7.8;20825
Conviction;movie;2010;107;Biography;Tony Goldwyn;7.2;47692
American Movie;movie;1999;107;Comedy;Chris Smith;7.8;20815
Les Misérables in Concert: The 25th Anniversary;movie;2010;178;Drama;Nick Morris;8.8;6720
The Karate Kid;movie;2010;140;Action;Harald Zwart;6.3;221796
The Banker;movie;2020;120;Biography;George Nolfi;7.3;41074
Bajirao Mastani;movie;2015;158;Action;Sanjay Leela Bhansali;7.3;41003
Knight and Day;movie;2010;109;Action;James Mangold;6.3;221111
The Invitation;movie;2015;100;Drama;Karyn Kusama;6.6;126326
The Unnamed;movie;2016;100;Drama;Tauquir Ahmed;8.9;6069
The Last Laugh;movie;1924;90;Drama;F.W. Murnau;8.0;16169
Dream Scenario;movie;2023;102;Comedy;Kristoffer Borgli;6.8;89320
Waterworld;movie;1995;135;Action;Kevin Reynolds;6.3;220712
The Fog;movie;1980;89;Horror;John Carpenter;6.8;89269
Beautiful Thing;movie;1996;90;Comedy;Hettie Macdonald;7.6;26886
The Greatest Game Ever Played;movie;2005;120;Biography;Bill Paxton;7.4;35385
Cat City;movie;1986;96;Adventure;Béla Ternovszky;8.3;11355
The Barbarian Invasions;movie;2003;99;Comedy;Denys Arcand;7.5;30711
Arizona Dream;movie;1993;142;Comedy;Emir Kusturica;7.2;47232
A Thursday;movie;2022;128;Drama;Behzad Khambata;7.6;26791
Oz the Great and Powerful;movie;2013;130;Adventure;Sam Raimi;6.3;219523
Tamasha;movie;2015;139;Comedy;Imtiaz Ali;7.4;35220
Insurgent;movie;2015;119;Action;Robert Schwentke;6.2;267109
Eden Lake;movie;2008;91;Horror;James Watkins;6.7;105103
The Siege of Jadotville;movie;2016;108;Action;Richie Smyth;7.2;47061
On Her Majesty's Secret Service;movie;1969;142;Action;Peter R. Hunt;6.7;105021
Corpus Christi;movie;2019;115;Drama;Jan Komasa;7.7;23388
Unfaithful;movie;2002;124;Drama;Adrian Lyne;6.7;104855
The 'Burbs;movie;1989;102;Comedy;Joe Dante;6.8;88457
Darr;movie;1993;178;Action;Yash Chopra;7.6;26651
Anna;movie;2019;118;Action;Luc Besson;6.7;104723
Shame;movie;1968;103;Drama;Ingmar Bergman;8.0;16004
We Live in Time;movie;2024;108;Drama;John Crowley;7.0;63796
An Affair to Remember;movie;1957;115;Drama;Leo McCarey;7.4;35067
Fahrenheit 451;movie;1966;112;Drama;François Truffaut;7.2;46886
Rock On!!;movie;2008;145;Drama;Abhishek Kapoor;7.7;23311
The China Syndrome;movie;1979;122;Drama;James Bridges;7.4;35034
The Last Detail;movie;1973;104;Comedy;Hal Ashby;7.5;30424
I Am Mother;movie;2019;113;Drama;Grant Sputore;6.7;104324
If Beale Street Could Talk;movie;2018;119;Drama;Barry Jenkins;7.1;54404
The Good Lie;movie;2014;110;Biography;Philippe Falardeau;7.4;34965
The Sea Beast;movie;2022;115;Action;Chris Williams;7.0;63491
Kikujiro;movie;1999;122;Comedy;Takeshi Kitano;7.7;23232
Evangelion: 1.0 You Are (Not) Alone;movie;2007;98;Action;Hiroshi Haraguchi;7.5;30360
Breach;movie;2007;110;Biography;Billy Ray;7.0;63433
The Sisters Brothers;movie;2018;122;Drama;Jacques Audiard;6.9;74404
Bloody Sunday;movie;2002;111;Drama;Paul Greengrass;7.6;26454
The Good Nurse;movie;2022;121;Biography;Tobias Lindholm;6.8;87647
Ip Man 3;movie;2015;105;Action;Wilson Yip;7.0;63310
Lone Star;movie;1996;135;Drama;John Sayles;7.4;34814
